OrderID,OrderDate,ProductKey,Channel,Quantity,UnitPrice,Discount
11997,2023-03-29,P24,Website,1,417.78,22.34
10820,2023-07-27,P5,Website,2,202.59,45.53
12151,2023-09-26,P5,Flipkart,0,311.67,24.58
11970,2023-03-30,P17,Website,3,484.19,25.59
10197,2023-04-28,P30,Website,-1,135.85,20.84
11669,2023-02-23,P9,Website,-1,373.22,39.46
12626,2023-04-26,P6,Flipkart,2,484.91,21.24
12438,2023-04-28,P25,Flipkart,-2,220.23,13.47
11202,2023-09-17,P19,Flipkart,-2,444.58,43.1
12601,2023-03-16,P16,Website,-1,473.46,29.84
11471,2023-11-01,P21,Amazon,2,398.83,29.58
11646,2023-01-07,P2,Website,-1,192.53,30.54
11692,2023-05-02,P10,Flipkart,-2,233.6,35.94
11312,2023-01-11,P16,Amazon,3,114.32,15.65
12035,2023-12-14,P37,Amazon,0,432.58,1.69
10477,2023-08-03,P15,Flipkart,-2,439.84,40.53
11254,2023-10-06,P13,Amazon,3,353.08,6.45
10922,2023-01-28,P13,Amazon,0,241.01,36.09
10419,2023-08-23,P32,Flipkart,4,130.72,4.12
12204,2023-11-09,P45,Amazon,1,401.22,18.77
12597,2023-01-26,P47,Amazon,2,390.61,3.15
11120,2023-02-23,P46,Flipkart,3,465.04,26.11
10950,2023-01-29,P8,Amazon,1,392.21,32.66
12336,2023-12-19,P43,Amazon,-2,431.48,8.57
11277,2023-06-13,P18,Amazon,4,398.38,18.58
12243,2023-09-27,P36,Amazon,2,352.27,46.51
12645,2023-11-30,P26,Flipkart,3,270.79,22.12
11857,2023-02-04,P10,Website,4,460.85,40.13
10516,2023-10-13,P31,Website,5,360.39,46.36
11658,2023-12-14,P33,Amazon,-2,259.34,48.72
11865,2023-09-30,P29,Flipkart,2,133.39,44.92
12912,2023-07-27,P5,Flipkart,5,216.28,15.87
11141,2023-08-26,P13,Amazon,2,317.49,48.13
12853,2023-04-03,P1,Website,-2,210.25,40.62
11932,2023-06-22,P23,Amazon,-2,188.49,41.86
10814,2023-03-20,P40,Flipkart,4,310.96,0.76
12275,2023-04-20,P3,Flipkart,4,167.93,47.71
11900,2023-08-05,P3,Website,3,420.16,38.9
12263,2023-12-24,P7,Flipkart,2,293.75,38.4
12995,2023-04-16,P36,Flipkart,3,329.55,4.08
12062,2023-02-16,P35,Flipkart,4,158.95,11.63
12094,2023-06-30,P15,Website,2,229.83,48.11
12371,2023-03-05,P40,Flipkart,3,264.04,25.03
12891,2023-09-03,P3,Amazon,-2,423.29,19.89
10129,2023-09-01,P29,Website,-2,408.06,42.0
10094,2023-11-16,P30,Amazon,5,189.19,4.37
12674,2023-03-28,P39,Amazon,-1,346.47,20.85
12802,2023-08-05,P18,Website,4,197.38,18.79
11955,2023-01-07,P11,Amazon,3,495.3,17.49
10793,2023-10-05,P43,Website,-1,480.85,15.38
11834,2023-12-03,P49,Amazon,-1,325.31,10.5
12116,2023-07-29,P38,Website,1,379.56,8.65
11683,2023-06-18,P40,Flipkart,2,420.57,32.02
10010,2023-11-26,P1,Flipkart,0,388.4,45.97
11865,2023-05-18,P29,Amazon,1,379.93,25.44
12919,2023-11-02,P10,Flipkart,4,483.42,14.9
12597,2023-08-18,P28,Website,5,338.58,7.96
10711,2023-11-04,P31,Amazon,2,354.52,41.51
12070,2023-06-10,P19,Flipkart,0,439.71,48.57
10814,2023-01-01,P3,Flipkart,-1,367.96,17.46
10345,2023-08-24,P36,Amazon,5,393.17,14.55
12349,2023-07-07,P43,Flipkart,0,193.67,30.07
10362,2023-01-04,P15,Flipkart,-2,248.51,38.77
12443,2023-05-12,P33,Amazon,4,158.92,22.77
12265,2023-08-06,P41,Flipkart,5,302.31,31.5
12188,2023-09-17,P43,Flipkart,-2,282.29,35.83
10984,2023-01-01,P45,Flipkart,3,498.87,48.03
11639,2023-03-12,P26,Flipkart,5,344.48,8.25
10827,2023-06-27,P16,Amazon,5,414.58,49.87
12730,2023-07-08,P36,Website,2,233.61,19.61
10355,2023-10-18,P33,Website,1,432.62,36.16
11347,2023-01-08,P20,Flipkart,4,346.03,28.62
12935,2023-09-10,P13,Flipkart,-1,378.8,24.33
11863,2023-10-19,P33,Website,4,217.77,34.9
10126,2023-09-01,P5,Flipkart,2,319.46,19.79
10603,2023-05-03,P37,Website,5,353.61,6.31
11928,2023-10-26,P14,Amazon,-1,335.64,24.44
11013,2023-10-10,P27,Amazon,-2,466.08,26.1
10050,2023-02-01,P23,Amazon,4,459.31,10.1
12826,2023-11-30,P14,Amazon,1,488.39,46.78
11430,2023-05-26,P40,Amazon,1,366.97,11.37
11792,2023-06-05,P4,Amazon,-2,488.77,20.46
12861,2023-01-16,P39,Website,0,432.99,7.75
11636,2023-12-21,P19,Flipkart,1,208.33,26.79
11645,2023-02-16,P47,Website,0,270.97,15.38
12467,2023-09-08,P4,Amazon,-1,195.36,24.46
11205,2023-07-06,P30,Flipkart,1,101.68,11.23
12872,2023-01-31,P19,Flipkart,3,175.22,2.69
11854,2023-09-17,P31,Amazon,5,101.62,38.96
10566,2023-01-17,P31,Amazon,-2,387.94,32.05
12418,2023-02-08,P9,Amazon,5,270.21,17.04
10935,2023-10-31,P13,Amazon,5,225.03,2.37
11934,2023-02-08,P14,Amazon,4,404.69,43.28
12708,2023-05-12,P46,Amazon,0,432.99,8.49
11332,2023-01-30,P10,Flipkart,3,490.12,46.54
10201,2023-06-07,P48,Amazon,-1,356.81,23.93
12360,2023-10-05,P31,Amazon,-1,284.61,17.02
10116,2023-07-22,P37,Flipkart,1,222.11,37.09
10936,2023-03-07,P23,Website,1,188.93,43.84
10574,2023-04-18,P27,Amazon,3,185.17,18.54
12291,2023-09-25,P6,Flipkart,2,263.68,20.37
10536,2023-08-10,P26,Flipkart,2,496.71,21.66
11625,2023-10-19,P2,Website,1,100.34,46.12
12122,2023-01-18,P45,Amazon,2,178.88,34.63
10385,2023-03-31,P13,Amazon,-2,175.36,12.38
10474,2023-06-30,P50,Amazon,3,386.85,9.25
10417,2023-09-12,P19,Flipkart,-2,240.99,11.52
12394,2023-09-10,P1,Amazon,2,282.9,13.18
12687,2023-09-14,P40,Amazon,1,159.45,11.51
10938,2023-12-12,P32,Amazon,5,262.0,32.93
10954,2023-03-28,P22,Amazon,5,141.28,5.8
10875,2023-03-31,P48,Website,-2,313.22,19.37
10762,2023-08-25,P29,Website,-1,139.18,31.25
11202,2023-03-11,P2,Website,4,416.2,14.54
11205,2023-02-13,P40,Amazon,5,326.64,3.26
10663,2023-07-19,P38,Amazon,5,389.59,4.09
10024,2023-06-01,P48,Flipkart,1,267.41,6.3
11990,2023-03-27,P11,Flipkart,3,252.6,41.79
11203,2023-01-19,P17,Flipkart,0,139.28,32.89
10709,2023-04-11,P43,Amazon,0,309.54,3.23
11879,2023-04-05,P8,Website,1,305.8,19.55
11184,2023-09-11,P22,Website,2,287.24,13.93
12224,2023-12-23,P4,Website,5,396.21,28.9
10284,2023-01-30,P11,Amazon,5,433.0,26.14
10062,2023-09-06,P8,Website,-2,400.32,24.06
11002,2023-02-02,P9,Flipkart,-2,157.55,15.73
10661,2023-08-17,P26,Flipkart,1,348.82,6.89
12713,2023-01-12,P2,Website,-1,132.13,37.12
12203,2023-04-28,P16,Flipkart,3,377.85,43.99
11492,2023-12-16,P31,Website,2,252.74,47.21
10966,2023-06-04,P6,Website,5,153.0,2.93
10848,2023-09-03,P21,Flipkart,-1,444.82,37.0
11107,2023-11-28,P26,Flipkart,1,345.6,36.33
10688,2023-09-04,P19,Flipkart,1,241.89,47.36
10147,2023-01-29,P28,Flipkart,5,112.29,12.65
10341,2023-06-10,P8,Website,-1,314.92,37.11
12523,2023-08-23,P14,Flipkart,0,469.29,2.73
11086,2023-07-09,P24,Flipkart,1,338.55,31.56
11724,2023-04-27,P48,Amazon,3,488.66,17.54
11383,2023-09-28,P44,Flipkart,4,154.58,38.45
12608,2023-09-15,P37,Flipkart,2,327.32,43.17
10326,2023-06-29,P26,Website,-1,419.25,18.24
11792,2023-06-21,P31,Website,0,310.22,26.28
11759,2023-10-01,P32,Amazon,-1,136.43,5.87
10989,2023-09-16,P50,Flipkart,0,333.15,20.85
12262,2023-05-15,P41,Flipkart,0,344.7,18.04
12482,2023-06-20,P2,Flipkart,3,391.48,9.16
10951,2023-07-29,P25,Flipkart,2,404.48,44.72
10722,2023-08-24,P44,Flipkart,1,408.31,7.4
12079,2023-07-05,P2,Flipkart,0,365.38,31.79
12717,2023-12-30,P42,Amazon,1,186.32,44.51
12332,2023-04-05,P1,Flipkart,2,261.69,45.6
10428,2023-01-11,P36,Flipkart,1,410.45,39.66
11500,2023-03-09,P12,Flipkart,5,481.37,8.81
10285,2023-07-29,P9,Amazon,3,131.58,40.87
12065,2023-07-15,P36,Flipkart,3,314.21,13.83
10768,2023-04-08,P41,Amazon,-2,225.01,46.12
12637,2023-04-03,P28,Website,3,190.16,35.45
11394,2023-01-22,P38,Flipkart,0,302.32,39.26
10193,2023-06-21,P33,Amazon,2,342.44,4.25
12549,2023-05-14,P42,Website,3,103.91,29.14
10987,2023-01-25,P46,Amazon,-1,412.08,41.06
11136,2023-07-04,P22,Amazon,2,427.95,43.08
12161,2023-03-26,P25,Website,0,486.2,1.43
11701,2023-02-24,P18,Flipkart,2,172.26,46.96
10946,2023-09-08,P6,Flipkart,3,337.82,2.17
10830,2023-05-24,P18,Amazon,-1,270.65,30.73
11920,2023-12-17,P16,Website,-2,233.93,34.67
12972,2023-06-16,P15,Flipkart,0,326.25,5.37
10054,2023-08-12,P48,Amazon,4,412.95,2.4
10799,2023-08-08,P8,Website,5,109.22,39.25
10777,2023-06-28,P13,Amazon,0,487.76,19.23
11481,2023-04-29,P43,Website,2,423.95,5.36
11901,2023-09-22,P7,Flipkart,4,400.46,38.13
12209,2023-05-30,P17,Flipkart,4,404.15,42.46
12134,2023-08-03,P50,Amazon,1,255.62,29.37
10054,2023-07-16,P32,Flipkart,4,400.65,8.06
11823,2023-02-11,P22,Flipkart,1,254.71,0.76
11201,2023-02-22,P13,Website,5,459.48,35.04
10832,2023-11-26,P47,Flipkart,4,170.89,27.51
10312,2023-09-08,P23,Website,-1,216.94,32.54
12806,2023-10-22,P29,Website,-2,320.54,40.66
11858,2023-09-28,P22,Amazon,-2,227.68,21.71
12007,2023-05-03,P1,Website,4,269.69,6.23
12006,2023-12-05,P29,Flipkart,2,296.97,47.0
12490,2023-09-23,P48,Website,2,442.54,27.26
11790,2023-12-14,P5,Website,1,309.28,30.76
10327,2023-01-29,P35,Amazon,3,244.98,46.67
12808,2023-02-04,P10,Flipkart,-2,199.09,46.58
12626,2023-01-06,P19,Flipkart,3,263.47,28.6
11287,2023-04-21,P37,Flipkart,-2,306.29,14.88
12143,2023-10-21,P7,Website,3,398.45,49.86
11111,2023-03-18,P46,Flipkart,3,148.42,34.04
11311,2023-12-15,P35,Flipkart,-2,188.64,20.42
12861,2023-05-27,P45,Website,5,251.86,27.99
12538,2023-03-08,P13,Amazon,-1,244.16,20.79
10451,2023-01-08,P10,Amazon,-1,256.7,44.42
11523,2023-05-02,P2,Website,2,417.41,24.12
10164,2023-12-06,P6,Amazon,3,229.66,41.18
10181,2023-06-24,P8,Amazon,3,300.76,42.01
12516,2023-06-28,P36,Amazon,5,349.56,41.22
10909,2023-03-26,P25,Flipkart,3,192.87,36.11
12782,2023-02-14,P44,Amazon,5,387.48,42.74
10822,2023-05-16,P47,Flipkart,3,318.84,19.36
10943,2023-12-09,P40,Amazon,3,278.71,5.73
12001,2023-01-16,P7,Flipkart,5,423.91,42.12
12054,2023-11-29,P46,Website,1,197.4,24.91
10329,2023-07-14,P23,Website,0,453.27,6.37
10774,2023-01-09,P19,Amazon,3,324.42,5.77
12198,2023-11-12,P46,Flipkart,1,343.67,7.96
10146,2023-11-30,P22,Website,-1,450.02,37.55
10914,2023-11-29,P13,Website,3,427.03,35.54
11571,2023-11-23,P21,Website,-1,340.62,10.19
11308,2023-01-15,P1,Website,2,401.28,42.35
12747,2023-11-23,P19,Amazon,0,273.33,14.06
10081,2023-04-12,P33,Flipkart,-2,318.95,39.65
10513,2023-08-14,P4,Website,0,124.83,24.44
11920,2023-10-05,P42,Amazon,3,135.94,36.58
12862,2023-04-23,P3,Website,3,431.77,19.07
12756,2023-01-01,P27,Website,5,123.87,17.36
11939,2023-09-23,P41,Website,0,167.76,42.07
10745,2023-07-27,P35,Website,0,418.33,1.77
11409,2023-04-20,P28,Amazon,2,100.46,48.74
10706,2023-07-19,P6,Flipkart,4,212.96,32.41
10470,2023-11-02,P6,Amazon,-1,333.62,21.62
10395,2023-01-12,P44,Amazon,5,338.18,31.4
11555,2023-12-11,P23,Amazon,-2,410.86,6.14
12308,2023-07-07,P33,Website,5,302.37,25.7
10804,2023-06-03,P16,Flipkart,4,303.76,49.25
10933,2023-11-30,P24,Website,0,390.12,11.76
11279,2023-10-06,P5,Amazon,-2,299.45,36.11
11757,2023-06-20,P41,Website,0,343.4,21.75
10904,2023-05-14,P42,Flipkart,5,459.11,32.62
11076,2023-01-25,P13,Flipkart,-1,260.58,10.24
12987,2023-01-18,P47,Website,-2,254.05,23.52
11890,2023-07-09,P12,Amazon,4,101.42,49.0
11523,2023-05-21,P5,Website,1,345.37,9.76
12901,2023-02-12,P37,Amazon,-1,111.91,31.82
11387,2023-11-30,P31,Flipkart,4,301.66,28.78
11303,2023-10-11,P28,Website,-2,421.69,28.25
10592,2023-05-26,P28,Flipkart,0,319.97,30.76
12761,2023-11-11,P30,Amazon,4,207.85,25.11
12679,2023-11-15,P18,Amazon,0,414.47,0.85
12106,2023-04-02,P44,Website,-1,207.89,45.0
10127,2023-06-28,P27,Website,-1,393.21,41.35
10735,2023-02-25,P35,Website,4,344.1,8.71
12768,2023-06-04,P26,Flipkart,0,168.0,20.66
12573,2023-06-09,P39,Amazon,-2,462.05,38.53
10520,2023-04-21,P49,Amazon,4,180.26,49.0
12599,2023-05-17,P18,Flipkart,1,495.83,47.56
10236,2023-08-20,P33,Website,5,102.92,44.97
11304,2023-08-08,P25,Website,2,205.39,7.92
11781,2023-03-09,P31,Flipkart,-1,179.94,45.72
11301,2023-10-29,P37,Amazon,0,105.6,43.92
12541,2023-09-06,P2,Amazon,-2,392.95,18.85
12051,2023-11-19,P33,Amazon,-1,377.37,19.73
12713,2023-01-06,P39,Amazon,-2,416.94,23.0
10441,2023-10-07,P43,Flipkart,-1,202.68,32.81
12076,2023-04-04,P43,Amazon,0,277.73,13.04
12657,2023-09-26,P32,Flipkart,-2,363.65,1.15
10804,2023-07-16,P18,Website,0,275.91,7.06
10074,2023-01-25,P17,Flipkart,-2,378.93,22.01
12885,2023-05-28,P34,Amazon,-1,353.59,14.1
12175,2023-04-28,P39,Website,2,145.86,38.23
12089,2023-12-04,P7,Flipkart,5,412.42,5.33
11379,2023-12-04,P42,Flipkart,5,388.27,45.87
10040,2023-03-07,P35,Flipkart,2,362.33,44.77
12981,2023-10-28,P30,Website,5,162.04,45.44
12081,2023-06-24,P12,Flipkart,4,207.2,36.98
11700,2023-11-15,P35,Amazon,1,257.27,5.35
11401,2023-03-17,P11,Website,1,211.97,21.91
10587,2023-04-24,P44,Website,4,191.12,6.57
11622,2023-04-21,P4,Flipkart,4,422.14,49.38
10341,2023-09-06,P25,Amazon,3,355.29,16.65
12074,2023-07-22,P48,Website,0,326.19,29.27
10645,2023-05-27,P32,Flipkart,-2,190.38,38.97
10730,2023-02-04,P20,Amazon,1,467.23,46.03
10167,2023-11-05,P50,Flipkart,-1,176.47,37.78
10609,2023-01-26,P31,Flipkart,4,417.98,33.73
12315,2023-08-26,P4,Website,5,486.67,23.3
11772,2023-01-14,P38,Website,2,390.84,30.27
12040,2023-02-14,P47,Flipkart,-2,497.14,4.71
12868,2023-08-04,P1,Website,3,360.42,44.2
10454,2023-08-21,P3,Website,2,186.98,27.19
12953,2023-07-12,P37,Amazon,5,181.53,2.01
11708,2023-02-20,P22,Amazon,4,229.83,46.0
12969,2023-08-02,P17,Flipkart,-2,102.85,24.47
10701,2023-05-31,P14,Flipkart,4,372.68,43.43
12681,2023-10-02,P41,Flipkart,1,207.47,42.84
11599,2023-12-04,P35,Flipkart,1,426.07,40.79
10129,2023-03-17,P13,Amazon,0,243.67,3.07
11845,2023-08-08,P35,Website,5,291.98,12.35
11386,2023-12-14,P43,Amazon,3,486.28,43.78
12866,2023-07-06,P2,Flipkart,-2,196.87,44.95
10692,2023-10-16,P47,Flipkart,3,388.5,22.9
11394,2023-01-28,P13,Amazon,-1,402.05,22.0
10793,2023-06-29,P16,Amazon,3,188.4,8.76
10028,2023-09-10,P18,Flipkart,4,300.4,48.42
10148,2023-05-06,P7,Website,4,240.08,10.66
11319,2023-06-26,P45,Flipkart,1,408.76,9.55
12058,2023-02-06,P36,Amazon,0,348.99,33.04
12723,2023-04-09,P41,Flipkart,5,290.39,12.14
11136,2023-04-08,P30,Flipkart,4,411.75,46.94
10186,2023-05-07,P42,Website,1,194.06,0.55
12854,2023-06-17,P41,Flipkart,2,401.45,0.29
12791,2023-03-21,P7,Flipkart,1,446.15,25.24
11250,2023-10-21,P15,Flipkart,-2,451.45,24.4
11333,2023-11-29,P40,Amazon,5,413.47,8.17
10097,2023-05-06,P19,Amazon,0,263.21,24.73
10054,2023-12-09,P43,Website,4,492.72,20.58
12670,2023-11-06,P37,Flipkart,-2,251.84,44.52
12711,2023-05-30,P2,Amazon,-1,355.45,0.46
10757,2023-01-16,P42,Website,-1,164.43,48.81
10405,2023-01-28,P48,Flipkart,1,492.18,31.22
12116,2023-06-22,P13,Website,0,381.59,7.59
11312,2023-02-15,P40,Website,3,401.35,2.34
11785,2023-11-24,P41,Website,0,126.31,26.91
10750,2023-08-24,P43,Website,0,405.37,11.74
11762,2023-08-02,P43,Website,0,409.89,15.06
10364,2023-03-26,P31,Website,1,368.71,12.26
12026,2023-10-09,P16,Website,-2,216.76,32.51
10481,2023-08-20,P42,Flipkart,1,295.88,27.68
12248,2023-03-26,P44,Flipkart,3,144.17,3.9
10153,2023-03-06,P6,Website,-2,288.63,26.33
11524,2023-05-14,P28,Flipkart,3,197.53,39.56
12120,2023-05-31,P32,Website,2,239.64,4.06
12760,2023-04-25,P44,Flipkart,2,165.04,44.49
12343,2023-03-05,P10,Amazon,5,192.02,28.92
11040,2023-12-09,P50,Website,4,130.63,47.53
11664,2023-12-29,P18,Amazon,4,467.96,7.41
11240,2023-12-18,P4,Website,-2,312.16,49.68
10060,2023-06-07,P9,Website,1,258.7,32.21
10938,2023-03-18,P7,Amazon,3,314.01,28.37
11639,2023-05-26,P50,Amazon,3,351.32,25.76
12089,2023-12-09,P8,Amazon,4,468.75,1.18
10024,2023-08-13,P43,Website,4,171.48,46.98
11062,2023-11-09,P7,Amazon,-1,218.22,32.2
10130,2023-04-13,P41,Amazon,3,490.32,4.58
11252,2023-12-13,P40,Flipkart,1,248.48,1.05
10107,2023-10-28,P3,Flipkart,-1,109.02,2.54
10171,2023-03-29,P17,Amazon,1,159.06,30.47
11458,2023-10-30,P2,Amazon,0,110.54,30.7
10101,2023-06-17,P15,Amazon,3,495.97,24.98
12913,2023-06-19,P46,Amazon,0,211.55,15.34
12571,2023-05-15,P29,Flipkart,2,469.42,26.59
12322,2023-02-19,P50,Website,2,498.35,25.82
11636,2023-12-06,P48,Amazon,-2,339.94,0.97
12864,2023-12-13,P22,Amazon,3,113.28,14.12
11040,2023-05-14,P4,Flipkart,4,132.64,2.66
10329,2023-12-13,P6,Amazon,-1,292.64,45.01
11520,2023-05-17,P38,Amazon,0,262.47,36.26
10011,2023-09-02,P26,Flipkart,1,342.47,49.81
11341,2023-04-19,P11,Amazon,3,275.54,15.11
10215,2023-11-09,P26,Amazon,-2,473.63,43.92
10338,2023-10-14,P17,Flipkart,1,313.9,30.15
11799,2023-01-21,P24,Website,0,377.49,22.66
12708,2023-03-31,P28,Amazon,3,458.59,11.13
11750,2023-10-23,P35,Amazon,4,158.75,36.92
11508,2023-04-22,P31,Website,0,191.89,45.21
12421,2023-10-28,P13,Flipkart,3,142.93,11.77
10709,2023-03-18,P35,Website,3,155.86,8.77
11223,2023-06-26,P16,Amazon,0,305.03,34.81
12513,2023-12-09,P15,Website,0,228.47,48.85
11112,2023-05-28,P43,Flipkart,1,269.27,37.5
11291,2023-04-11,P18,Amazon,-2,493.0,14.23
10488,2023-09-03,P47,Flipkart,0,162.68,21.0
11561,2023-04-27,P37,Flipkart,2,316.32,19.22
10046,2023-04-02,P48,Website,5,139.55,42.6
10777,2023-01-28,P48,Website,-2,227.4,38.57
11039,2023-01-25,P49,Flipkart,2,311.01,29.45
10710,2023-02-27,P41,Flipkart,1,478.65,13.75
10400,2023-10-24,P27,Amazon,0,256.49,46.9
11817,2023-05-14,P35,Flipkart,-2,125.96,32.67
10249,2023-11-27,P45,Flipkart,4,255.26,48.52
10390,2023-09-06,P35,Website,0,158.3,29.01
10334,2023-02-07,P28,Flipkart,3,192.0,41.06
10628,2023-03-16,P39,Flipkart,0,347.24,40.66
10136,2023-05-22,P38,Website,4,126.97,16.87
12930,2023-11-18,P9,Amazon,-2,285.89,48.2
12735,2023-06-17,P12,Website,0,343.78,1.1
11521,2023-09-16,P15,Website,0,268.74,38.44
10826,2023-12-21,P21,Flipkart,-1,107.65,48.28
10726,2023-08-13,P35,Flipkart,-1,494.21,16.95
11500,2023-06-01,P42,Amazon,-2,246.85,32.41
12641,2023-01-19,P33,Flipkart,-2,411.43,28.11
10989,2023-05-26,P19,Amazon,3,230.26,38.08
12419,2023-08-29,P23,Amazon,3,290.01,43.31
10934,2023-12-10,P13,Amazon,5,255.39,30.15
10401,2023-08-25,P44,Amazon,0,237.02,40.8
11466,2023-02-04,P1,Flipkart,2,108.74,15.61
10614,2023-07-09,P29,Website,-2,244.01,11.43
11296,2023-01-01,P24,Website,4,455.8,21.53
11182,2023-06-02,P16,Flipkart,0,376.16,33.89
12667,2023-05-06,P25,Flipkart,2,158.17,9.36
12235,2023-12-11,P23,Amazon,-1,336.46,34.02
11121,2023-08-14,P28,Flipkart,3,456.89,19.7
10130,2023-08-09,P47,Website,4,380.01,39.78
12852,2023-07-30,P16,Flipkart,-2,159.47,1.84
11194,2023-01-25,P43,Flipkart,0,447.13,33.4
12983,2023-01-16,P38,Amazon,-1,220.62,32.49
10182,2023-07-01,P11,Amazon,5,281.63,47.05
10363,2023-11-25,P3,Amazon,1,310.46,35.67
10038,2023-05-09,P15,Amazon,-1,440.2,39.82
12544,2023-02-11,P1,Website,0,472.64,45.23
11372,2023-12-02,P7,Flipkart,5,471.86,33.75
10920,2023-08-24,P1,Flipkart,3,103.18,14.51
12769,2023-12-26,P49,Amazon,2,468.76,43.49
10015,2023-02-03,P32,Website,4,121.75,37.38
10492,2023-12-11,P9,Website,4,206.31,21.22
11449,2023-02-14,P29,Flipkart,1,306.0,35.53
11131,2023-05-14,P26,Amazon,4,291.97,43.38
12941,2023-01-21,P23,Flipkart,1,341.88,48.78
10310,2023-05-02,P45,Flipkart,5,291.78,47.62
10738,2023-03-11,P43,Website,3,473.75,16.27
10545,2023-12-18,P29,Website,1,196.22,21.08
12461,2023-12-27,P38,Flipkart,-2,209.61,5.48
10250,2023-02-17,P33,Amazon,0,468.3,12.38
10758,2023-02-08,P7,Amazon,5,130.7,44.12
11804,2023-10-14,P12,Flipkart,4,343.82,18.04
11297,2023-01-10,P31,Flipkart,1,372.69,31.03
11631,2023-01-30,P32,Amazon,-1,302.22,33.3
11914,2023-09-01,P20,Amazon,2,377.69,39.09
10813,2023-10-01,P17,Amazon,0,169.1,9.14
10028,2023-03-29,P36,Flipkart,3,441.05,15.24
10957,2023-09-01,P3,Website,4,156.01,22.42
12032,2023-11-25,P1,Amazon,-1,260.32,18.24
10476,2023-01-15,P50,Amazon,-2,130.1,49.15
10317,2023-01-04,P27,Amazon,1,318.08,41.75
10244,2023-07-10,P47,Flipkart,-1,367.9,23.98
10747,2023-06-17,P40,Website,0,476.49,43.96
10696,2023-01-09,P33,Website,4,395.73,17.38
10271,2023-04-19,P20,Amazon,-1,316.44,39.29
11771,2023-05-17,P14,Flipkart,-2,473.05,11.18
11262,2023-06-03,P36,Website,2,291.37,38.62
12424,2023-07-28,P5,Flipkart,5,324.48,22.82
10265,2023-09-29,P23,Website,1,338.44,5.37
12973,2023-05-23,P45,Amazon,0,263.99,13.66
10920,2023-04-09,P15,Flipkart,4,435.39,20.11
10339,2023-11-04,P6,Amazon,5,174.07,37.46
10388,2023-03-10,P33,Website,1,321.94,3.65
12624,2023-09-04,P19,Website,1,388.89,32.98
12050,2023-09-18,P13,Amazon,3,461.59,35.8
11165,2023-10-03,P29,Website,1,453.57,32.7
10375,2023-03-20,P6,Amazon,-1,303.5,38.03
12033,2023-05-26,P15,Amazon,-1,357.26,8.91
12371,2023-04-21,P16,Amazon,5,257.7,29.36
10145,2023-09-15,P24,Website,2,287.27,47.06
11981,2023-04-03,P23,Flipkart,-2,462.51,30.54
10292,2023-01-13,P48,Amazon,4,472.28,30.57
10431,2023-09-17,P10,Flipkart,5,458.17,36.82
10704,2023-04-19,P41,Website,4,155.35,16.66
12996,2023-11-26,P41,Website,5,440.03,35.02
11998,2023-07-08,P49,Flipkart,0,479.35,45.81
12632,2023-04-05,P17,Amazon,-1,244.5,0.54
10398,2023-04-15,P49,Website,1,307.46,43.51
12864,2023-01-08,P44,Amazon,-2,411.64,10.93
10963,2023-03-08,P45,Amazon,5,324.83,22.8
12234,2023-07-10,P30,Flipkart,0,497.39,42.62
12041,2023-09-13,P44,Website,4,282.29,41.2
11828,2023-01-09,P46,Flipkart,0,385.58,44.6
12108,2023-04-27,P10,Website,0,417.04,47.02
10938,2023-09-24,P19,Flipkart,4,297.64,22.36
10709,2023-04-09,P29,Website,0,442.79,32.82
10806,2023-10-25,P2,Website,2,318.46,19.52
11463,2023-06-13,P36,Website,0,264.66,17.54
11325,2023-05-21,P19,Amazon,-2,143.13,21.58
10010,2023-09-25,P7,Amazon,5,257.37,37.15
11085,2023-02-06,P26,Flipkart,-1,393.57,25.07
11868,2023-03-15,P15,Flipkart,-2,468.51,40.7
12273,2023-03-14,P47,Website,1,200.67,37.26
12611,2023-11-04,P38,Website,3,242.09,1.02
10771,2023-07-18,P3,Amazon,2,161.58,31.51
11594,2023-05-10,P38,Amazon,2,376.29,21.83
11607,2023-09-03,P16,Amazon,1,484.08,22.83
11333,2023-11-08,P2,Flipkart,4,356.38,40.92
10884,2023-03-01,P31,Amazon,-2,346.83,27.38
11389,2023-10-06,P28,Flipkart,-2,321.4,44.28
10225,2023-04-13,P7,Amazon,1,135.38,35.64
10824,2023-10-23,P30,Amazon,4,391.8,27.64
12265,2023-11-16,P43,Website,3,340.82,37.73
10936,2023-12-07,P7,Flipkart,0,364.59,1.92
12800,2023-05-31,P36,Amazon,4,459.52,1.35
12553,2023-06-06,P29,Website,5,413.58,4.17
12306,2023-07-25,P24,Flipkart,0,412.37,21.88
11911,2023-06-28,P39,Flipkart,5,470.87,11.77
11796,2023-07-16,P4,Amazon,-1,495.97,49.21
10053,2023-08-11,P29,Flipkart,-2,332.51,27.11
10726,2023-03-30,P44,Website,-2,143.55,33.12
12736,2023-10-14,P5,Website,1,283.65,13.94
11544,2023-10-03,P29,Flipkart,1,415.04,16.09
11043,2023-08-24,P30,Website,0,111.09,16.77
11913,2023-07-02,P29,Flipkart,4,122.75,34.94
11776,2023-07-28,P26,Website,-2,126.86,23.69
11596,2023-05-10,P19,Flipkart,-2,392.41,25.88
11914,2023-06-02,P26,Flipkart,2,300.47,29.6
12466,2023-01-13,P37,Flipkart,5,247.56,38.44
12737,2023-05-02,P27,Website,-1,142.25,4.52
10849,2023-12-25,P30,Flipkart,-1,392.9,38.84
